,open,close,high,low
2016-12-16,6.94,6.96,6.96,6.94
2016-12-19,6.96,6.95,6.96,6.93
2016-12-20,6.95,6.95,6.96,6.92
2016-12-21,6.95,6.94,6.95,6.93
2016-12-22,6.94,6.95,6.95,6.92
2016-12-23,6.95,6.94,6.95,6.93
2016-12-26,6.94,6.95,6.95,6.93
2016-12-27,6.95,6.95,6.95,6.93
2016-12-28,6.95,6.96,6.96,6.93
2016-12-29,6.96,6.95,6.96,6.93
2016-12-30,6.95,6.94,6.96,6.93
2017-01-02,6.94,6.94,6.94,6.94
2017-01-03,6.94,6.96,6.96,6.93
2017-01-04,6.96,6.93,6.96,6.92
2017-01-05,6.93,6.89,6.93,6.87
2017-01-06,6.89,6.92,6.94,6.87
2017-01-09,6.92,6.93,6.94,6.92
2017-01-10,6.93,6.92,6.93,6.92
2017-01-11,6.92,6.94,6.94,6.91
2017-01-12,6.94,6.89,6.94,6.89
2017-01-13,6.89,6.9,6.91,6.88
2017-01-16,6.9,6.9,6.91,6.89
2017-01-17,6.9,6.85,6.9,6.84
2017-01-18,6.85,6.84,6.87,6.83
2017-01-19,6.84,6.87,6.88,6.84
2017-01-20,6.87,6.87,6.88,6.86
2017-01-23,6.87,6.85,6.88,6.83
2017-01-24,6.85,6.86,6.86,6.84
2017-01-25,6.86,6.88,6.88,6.86
2017-01-26,6.88,6.88,6.88,6.86
2017-01-27,6.88,6.88,6.88,6.88
2017-01-30,6.88,6.88,6.88,6.88
2017-01-31,6.88,6.88,6.88,6.88
2017-02-01,6.88,6.88,6.88,6.88
2017-02-02,6.88,6.85,6.88,6.84
2017-02-03,6.85,6.86,6.88,6.85
2017-02-06,6.86,6.86,6.87,6.85
2017-02-07,6.86,6.88,6.88,6.86
2017-02-08,6.88,6.87,6.89,6.87
2017-02-09,6.87,6.87,6.87,6.86
2017-02-10,6.87,6.88,6.88,6.87
2017-02-13,6.88,6.88,6.89,6.87
2017-02-14,6.88,6.86,6.89,6.86
2017-02-15,6.86,6.87,6.88,6.86
2017-02-16,6.87,6.85,6.87,6.85
2017-02-17,6.85,6.86,6.87,6.85
2017-02-20,6.86,6.88,6.88,6.86
2017-02-21,6.88,6.88,6.89,6.87
2017-02-22,6.88,6.88,6.88,6.87
2017-02-23,6.88,6.86,6.88,6.86
2017-02-24,6.86,6.86,6.87,6.86
2017-02-27,6.86,6.87,6.88,6.86
2017-02-28,6.87,6.87,6.88,6.86
2017-03-01,6.87,6.88,6.88,6.87
2017-03-02,6.88,6.89,6.89,6.88
2017-03-03,6.89,6.9,6.91,6.89
2017-03-06,6.9,6.9,6.9,6.88
2017-03-07,6.9,6.9,6.9,6.9
2017-03-08,6.9,6.91,6.91,6.9
2017-03-09,6.91,6.91,6.92,6.91
2017-03-10,6.91,6.9,6.92,6.9
2017-03-13,6.9,6.91,6.92,6.9
2017-03-14,6.91,6.91,6.92,6.9
2017-03-15,6.91,6.91,6.92,6.91
2017-03-16,6.91,6.89,6.91,6.89
2017-03-17,6.89,6.9,6.91,6.89
2017-03-20,6.9,6.9,6.91,6.9
2017-03-21,6.9,6.88,6.91,6.88
2017-03-22,6.88,6.88,6.89,6.88
2017-03-23,6.88,6.88,6.89,6.88
2017-03-24,6.88,6.88,6.9,6.88
2017-03-27,6.88,6.87,6.88,6.86
2017-03-28,6.87,6.88,6.89,6.87
2017-03-29,6.88,6.89,6.89,6.88
2017-03-30,6.89,6.89,6.89,6.89
2017-03-31,6.89,6.88,6.9,6.88
2017-04-03,6.88,6.88,6.89,6.88
2017-04-04,6.88,6.88,6.89,6.88
2017-04-05,6.88,6.89,6.9,6.88
2017-04-06,6.89,6.9,6.9,6.89
2017-04-07,6.9,6.9,6.9,6.89
2017-04-10,6.9,6.9,6.91,6.9
2017-04-11,6.9,6.89,6.9,6.89
2017-04-12,6.89,6.89,6.9,6.89
2017-04-13,6.89,6.89,6.89,6.87
2017-04-14,6.89,6.88,6.89,6.88
2017-04-17,6.88,6.88,6.89,6.88
2017-04-18,6.88,6.88,6.89,6.88
2017-04-19,6.88,6.89,6.89,6.87
2017-04-20,6.89,6.88,6.89,6.88
2017-04-21,6.88,6.88,6.89,6.88
2017-04-24,6.88,6.88,6.89,6.88
2017-04-25,6.88,6.88,6.89,6.88
2017-04-26,6.88,6.89,6.89,6.88
2017-04-27,6.89,6.9,6.9,6.89
2017-04-28,6.9,6.89,6.9,6.89
2017-05-01,6.89,6.89,6.9,6.89
2017-05-02,6.89,6.89,6.9,6.89
2017-05-03,6.89,6.9,6.9,6.89
2017-05-04,6.9,6.9,6.9,6.89
2017-05-05,6.9,6.9,6.9,6.89
2017-05-08,6.9,6.9,6.91,6.9
2017-05-09,6.9,6.91,6.91,6.9
2017-05-10,6.91,6.9,6.91,6.89
2017-05-11,6.9,6.9,6.91,6.9
2017-05-12,6.9,6.9,6.9,6.9
2017-05-15,6.9,6.89,6.9,6.89
2017-05-16,6.89,6.88,6.89,6.88
2017-05-17,6.88,6.88,6.89,6.87
2017-05-18,6.88,6.89,6.9,6.87
2017-05-19,6.89,6.88,6.9,6.88
2017-05-22,6.88,6.88,6.89,6.88
2017-05-23,6.88,6.89,6.89,6.88
2017-05-24,6.89,6.89,6.89,6.89
2017-05-25,6.89,6.87,6.89,6.86
2017-05-26,6.87,6.85,6.87,6.85
2017-05-29,6.85,6.85,6.86,6.85
2017-05-30,6.85,6.85,6.85,6.85
2017-05-31,6.85,6.81,6.85,6.81
2017-06-01,6.81,6.8,6.82,6.78
2017-06-02,6.8,6.81,6.82,6.8
2017-06-05,6.81,6.8,6.81,6.8
2017-06-06,6.8,6.79,6.8,6.79
2017-06-07,6.79,6.79,6.8,6.78
2017-06-08,6.79,6.8,6.8,6.79
2017-06-09,6.8,6.8,6.8,6.79
2017-06-12,6.8,6.8,6.8,6.79
2017-06-13,6.8,6.8,6.8,6.8
2017-06-14,6.8,6.79,6.8,6.79
2017-06-15,6.79,6.81,6.81,6.79
2017-06-16,6.81,6.81,6.82,6.8
2017-06-19,6.81,6.82,6.82,6.8
2017-06-20,6.82,6.83,6.84,6.82
2017-06-21,6.83,6.83,6.83,6.82
2017-06-22,6.83,6.83,6.83,6.82
2017-06-23,6.83,6.83,6.84,6.83
2017-06-26,6.83,6.84,6.84,6.82
2017-06-27,6.84,6.81,6.84,6.81
2017-06-28,6.81,6.8,6.81,6.79
2017-06-29,6.8,6.78,6.8,6.77
2017-06-30,6.78,6.78,6.78,6.76
2017-07-03,6.78,6.8,6.8,6.78
2017-07-04,6.8,6.8,6.8,6.79
2017-07-05,6.8,6.8,6.8,6.79
2017-07-06,6.8,6.8,6.8,6.8
2017-07-07,6.8,6.8,6.8,6.79
2017-07-10,6.8,6.8,6.81,6.8
2017-07-11,6.8,6.8,6.81,6.8
2017-07-12,6.8,6.79,6.8,6.79
2017-07-13,6.79,6.78,6.79,6.78
2017-07-14,6.78,6.77,6.78,6.77
2017-07-17,6.77,6.77,6.78,6.76
2017-07-18,6.77,6.74,6.77,6.74
2017-07-19,6.74,6.75,6.76,6.74
2017-07-20,6.75,6.76,6.77,6.75
2017-07-21,6.76,6.77,6.77,6.75
2017-07-24,6.77,6.75,6.77,6.75
2017-07-25,6.75,6.75,6.76,6.74
2017-07-26,6.75,6.75,6.76,6.74
2017-07-27,6.75,6.74,6.75,6.72
2017-07-28,6.74,6.74,6.75,6.74
2017-07-31,6.74,6.72,6.74,6.72
2017-08-01,6.72,6.72,6.72,6.71
2017-08-02,6.72,6.72,6.73,6.72
2017-08-03,6.72,6.71,6.73,6.71
2017-08-04,6.71,6.73,6.73,6.71
2017-08-07,6.73,6.72,6.73,6.72
2017-08-08,6.72,6.7,6.72,6.69
2017-08-09,6.7,6.67,6.71,6.67
2017-08-10,6.67,6.65,6.67,6.64
2017-08-11,6.65,6.66,6.68,6.65
2017-08-14,6.66,6.67,6.67,6.66
2017-08-15,6.67,6.68,6.69,6.67
2017-08-16,6.68,6.69,6.7,6.68
2017-08-17,6.69,6.67,6.69,6.66
2017-08-18,6.67,6.67,6.68,6.67
2017-08-21,6.67,6.66,6.67,6.66
2017-08-22,6.66,6.66,6.66,6.65
2017-08-23,6.66,6.66,6.67,6.66
2017-08-24,6.66,6.66,6.66,6.65
2017-08-25,6.66,6.65,6.67,6.64
2017-08-28,6.65,6.61,6.65,6.61
2017-08-29,6.61,6.59,6.62,6.59
2017-08-30,6.59,6.59,6.6,6.58
2017-08-31,6.59,6.59,6.6,6.59
2017-09-01,6.59,6.56,6.59,6.55
2017-09-04,6.56,6.53,6.56,6.52
2017-09-05,6.53,6.53,6.55,6.52
2017-09-06,6.54,6.52,6.55,6.52
2017-09-07,6.52,6.48,6.53,6.48
2017-09-08,6.48,6.48,6.49,6.43
2017-09-11,6.48,6.53,6.53,6.48
2017-09-12,6.53,6.53,6.55,6.53
2017-09-13,6.53,6.54,6.54,6.52
2017-09-14,6.54,6.55,6.56,6.54
2017-09-15,6.55,6.55,6.55,6.54
2017-09-18,6.55,6.57,6.58,6.55
2017-09-19,6.57,6.58,6.6,6.57
2017-09-20,6.58,6.57,6.58,6.56
2017-09-21,6.57,6.59,6.6,6.57
2017-09-22,6.59,6.59,6.6,6.57
2017-09-25,6.59,6.62,6.62,6.59
2017-09-26,6.62,6.64,6.64,6.61
2017-09-27,6.64,6.64,6.64,6.63
2017-09-28,6.64,6.66,6.67,6.64
2017-09-29,6.66,6.65,6.68,6.64
